job_title,normalized_title,esco_occupation,company,country,city,remote_type,experience_level,source,salary_min,salary_max,salary_avg,currency,posted_date,job_description,description_truncated,original_skills_list,completed_skills_list,llm_validated_skills_list,llm_removed_skills_list,recommended_skills_list,recommended_skills,skill_inference_method,recommended_skill_source,llm_status,llm_keep_rate,has_recommended_skills,n_recommended_skills,n_original_skills,posted_month,has_salary,has_original_skills,remote_type_clean,experience_level_clean
AI Engineer,AI Engineer,artificial intelligence engineer,Cognizant,United States,Topeka,Unspecified,Mid-level,Adzuna,117000.0,117000.0,117000.0,USD,2026-01-09,"Position Overview Cognizant is seeking a highly skilled and innovative AI Engineer to join our AI & Data Science team. The ideal candidate will have exposure in Python, and SQL and will be responsible for data exploration and AI development. This role involves designing and developing scalable AI solutions and data pipelines for structured, semi-structured, and unstructured data, enabling advanced analytics and intelligent automation across the organization. Key Responsibilities  Build, train, …",True,"['database management systems', 'python']","['database management systems', 'python']",[],[],"['database management systems', 'python']","database management systems, python",original,original,not_validated,0.0,True,2,2,2026-01,True,True,Unspecified,Mid-level
AI Engineer,AI Engineer,artificial intelligence engineer,Cognizant,United States,Augusta,Unspecified,Mid-level,Adzuna,155000.0,155000.0,155000.0,USD,2026-01-09,"Position Overview Cognizant is seeking a highly skilled and innovative AI Engineer to join our AI & Data Science team. The ideal candidate will have exposure in Python, and SQL and will be responsible for data exploration and AI development. This role involves designing and developing scalable AI solutions and data pipelines for structured, semi-structured, and unstructured data, enabling advanced analytics and intelligent automation across the organization. Key Responsibilities  Build, train, …",True,"['database management systems', 'python']","['database management systems', 'python']",[],[],"['database management systems', 'python']","database management systems, python",original,original,not_validated,0.0,True,2,2,2026-01,True,True,Unspecified,Mid-level
AI Engineer,AI Engineer,artificial intelligence engineer,Cognizant,United States,Annapolis,Unspecified,Mid-level,Adzuna,142000.0,142000.0,142000.0,USD,2026-01-09,"Position Overview Cognizant is seeking a highly skilled and innovative AI Engineer to join our AI & Data Science team. The ideal candidate will have exposure in Python, and SQL and will be responsible for data exploration and AI development. This role involves designing and developing scalable AI solutions and data pipelines for structured, semi-structured, and unstructured data, enabling advanced analytics and intelligent automation across the organization. Key Responsibilities  Build, train, …",True,"['database management systems', 'python']","['database management systems', 'python']",[],[],"['database management systems', 'python']","database management systems, python",original,original,not_validated,0.0,True,2,2,2026-01,True,True,Unspecified,Mid-level
AI Engineer,AI Engineer,artificial intelligence engineer,Cognizant,United States,Jackson,Unspecified,Mid-level,Adzuna,106000.0,106000.0,106000.0,USD,2026-01-09,"Position Overview Cognizant is seeking a highly skilled and innovative AI Engineer to join our AI & Data Science team. The ideal candidate will have exposure in Python, and SQL and will be responsible for data exploration and AI development. This role involves designing and developing scalable AI solutions and data pipelines for structured, semi-structured, and unstructured data, enabling advanced analytics and intelligent automation across the organization. Key Responsibilities  Build, train, …",True,"['database management systems', 'python']","['database management systems', 'python']",[],[],"['database management systems', 'python']","database management systems, python",original,original,not_validated,0.0,True,2,2,2026-01,True,True,Unspecified,Mid-level
AI Engineer,AI Engineer,artificial intelligence engineer,Cognizant,United States,Concord,Unspecified,Mid-level,Adzuna,170000.0,170000.0,170000.0,USD,2026-01-09,"Position Overview Cognizant is seeking a highly skilled and innovative AI Engineer to join our AI & Data Science team. The ideal candidate will have exposure in Python, and SQL and will be responsible for data exploration and AI development. This role involves designing and developing scalable AI solutions and data pipelines for structured, semi-structured, and unstructured data, enabling advanced analytics and intelligent automation across the organization. Key Responsibilities  Build, train, …",True,"['database management systems', 'python']","['database management systems', 'python']",[],[],"['database management systems', 'python']","database management systems, python",original,original,not_validated,0.0,True,2,2,2026-01,True,True,Unspecified,Mid-level
AI Engineer,AI Engineer,artificial intelligence engineer,Cognizant,United States,Chisolm,Unspecified,Mid-level,Adzuna,102000.0,102000.0,102000.0,USD,2026-01-09,"Position Overview Cognizant is seeking a highly skilled and innovative AI Engineer to join our AI & Data Science team. The ideal candidate will have exposure in Python, and SQL and will be responsible for data exploration and AI development. This role involves designing and developing scalable AI solutions and data pipelines for structured, semi-structured, and unstructured data, enabling advanced analytics and intelligent automation across the organization. Key Responsibilities  Build, train, …",True,"['database management systems', 'python']","['database management systems', 'python']",[],[],"['database management systems', 'python']","database management systems, python",original,original,not_validated,0.0,True,2,2,2026-01,True,True,Unspecified,Mid-level
AI Engineer,AI Engineer,artificial intelligence engineer,Cognizant,United States,"Washington, D.C.",Unspecified,Mid-level,Adzuna,117000.0,117000.0,117000.0,USD,2026-01-09,"Position Overview Cognizant is seeking a highly skilled and innovative AI Engineer to join our AI & Data Science team. The ideal candidate will have exposure in Python, and SQL and will be responsible for data exploration and AI development. This role involves designing and developing scalable AI solutions and data pipelines for structured, semi-structured, and unstructured data, enabling advanced analytics and intelligent automation across the organization. Key Responsibilities  Build, train, …",True,"['database management systems', 'python']","['database management systems', 'python']",[],[],"['database management systems', 'python']","database management systems, python",original,original,not_validated,0.0,True,2,2,2026-01,True,True,Unspecified,Mid-level
AI Engineer,AI Engineer,artificial intelligence engineer,Cognizant,United States,Edgewood,Unspecified,Mid-level,Adzuna,115000.0,115000.0,115000.0,USD,2026-01-09,"Position Overview Cognizant is seeking a highly skilled and innovative AI Engineer to join our AI & Data Science team. The ideal candidate will have exposure in Python, and SQL and will be responsible for data exploration and AI development. This role involves designing and developing scalable AI solutions and data pipelines for structured, semi-structured, and unstructured data, enabling advanced analytics and intelligent automation across the organization. Key Responsibilities  Build, train, …",True,"['database management systems', 'python']","['database management systems', 'python']",[],[],"['database management systems', 'python']","database management systems, python",original,original,not_validated,0.0,True,2,2,2026-01,True,True,Unspecified,Mid-level
AI Engineer,AI Engineer,artificial intelligence engineer,Cognizant,United States,Ny State Campus,Unspecified,Mid-level,Adzuna,129000.0,129000.0,129000.0,USD,2026-01-09,"Position Overview Cognizant is seeking a highly skilled and innovative AI Engineer to join our AI & Data Science team. The ideal candidate will have exposure in Python, and SQL and will be responsible for data exploration and AI development. This role involves designing and developing scalable AI solutions and data pipelines for structured, semi-structured, and unstructured data, enabling advanced analytics and intelligent automation across the organization. Key Responsibilities  Build, train, …",True,"['database management systems', 'python']","['database management systems', 'python']",[],[],"['database management systems', 'python']","database management systems, python",original,original,not_validated,0.0,True,2,2,2026-01,True,True,Unspecified,Mid-level
AI Engineer,AI Engineer,artificial intelligence engineer,Cognizant,United States,Carson Mall,Unspecified,Mid-level,Adzuna,121000.0,121000.0,121000.0,USD,2026-01-09,"Position Overview Cognizant is seeking a highly skilled and innovative AI Engineer to join our AI & Data Science team. The ideal candidate will have exposure in Python, and SQL and will be responsible for data exploration and AI development. This role involves designing and developing scalable AI solutions and data pipelines for structured, semi-structured, and unstructured data, enabling advanced analytics and intelligent automation across the organization. Key Responsibilities  Build, train, …",True,"['database management systems', 'python']","['database management systems', 'python']",[],[],"['database management systems', 'python']","database management systems, python",original,original,not_validated,0.0,True,2,2,2026-01,True,True,Unspecified,Mid-level
AI Engineer,AI Engineer,artificial intelligence engineer,Cognizant,United States,Archer,Unspecified,Mid-level,Adzuna,133000.0,133000.0,133000.0,USD,2026-01-09,"Position Overview Cognizant is seeking a highly skilled and innovative AI Engineer to join our AI & Data Science team. The ideal candidate will have exposure in Python, and SQL and will be responsible for data exploration and AI development. This role involves designing and developing scalable AI solutions and data pipelines for structured, semi-structured, and unstructured data, enabling advanced analytics and intelligent automation across the organization. Key Responsibilities  Build, train, …",True,"['database management systems', 'python']","['database management systems', 'python']",[],[],"['database management systems', 'python']","database management systems, python",original,original,not_validated,0.0,True,2,2,2026-01,True,True,Unspecified,Mid-level
AI Engineer,AI Engineer,artificial intelligence engineer,Cognizant,United States,Boston,Unspecified,Mid-level,Adzuna,109000.0,109000.0,109000.0,USD,2026-01-09,"Position Overview Cognizant is seeking a highly skilled and innovative AI Engineer to join our AI & Data Science team. The ideal candidate will have exposure in Python, and SQL and will be responsible for data exploration and AI development. This role involves designing and developing scalable AI solutions and data pipelines for structured, semi-structured, and unstructured data, enabling advanced analytics and intelligent automation across the organization. Key Responsibilities  Build, train, …",True,"['database management systems', 'python']","['database management systems', 'python']",[],[],"['database management systems', 'python']","database management systems, python",original,original,not_validated,0.0,True,2,2,2026-01,True,True,Unspecified,Mid-level
